netH,netCharge,molW,kyleD,a_a,c_c,d_d,e_e,f_f,g_g,h_h,i_i,k_k,l_l,m_m,n_n,p_p,q_q,r_r,s_s,t_t,v_v,w_w,y_y,tiny,small,large,aliphatic,aromatic,total_charged,negative_charged,positive_charged,polar,neutral,hydrophobic,label
43,-5,5170.44,-1.45945946,0,0,0.02702703,0.16216216,0,0,0.02702703,0.08108108,0.02702703,0.05405405,0.05405405,0.16216216,0,0.10810811,0.02702703,0.08108108,0.05405405,0,0.08108108,0.02702703,0.16216216,0.67567568,0.13513514,0.13513514,0.13513514,0.27027027,0.18918919,0.08108108,0.51351351,0.18918919,0.27027027,antiviral_peptide
9,-1,2698.03,0.35714286,0.0952381,0.04761905,0.04761905,0,0.04761905,0.0952381,0.04761905,0.04761905,0,0,0,0,0.0952381,0.04761905,0,0,0.04761905,0.14285714,0.19047619,0,0.33333333,0.38095238,0.23809524,0.19047619,0.28571429,0.0952381,0.04761905,0.04761905,0.0952381,0.38095238,0.47619048,antiviral_peptide
9,2,1440.67,-0.64545455,0,0.36363636,0,0,0,0,0.09090909,0,0.18181818,0,0,0,0,0.09090909,0,0,0,0,0,0.18181818,0.36363636,0.36363636,0.18181818,0,0.27272727,0.27272727,0,0.27272727,0.27272727,0.27272727,0.36363636,antiviral_peptide
13,1,2335.68,-0.51666667,0.05555556,0,0,0,0,0.11111111,0.11111111,0.05555556,0,0,0.22222222,0.11111111,0.05555556,0,0.05555556,0,0.05555556,0,0.05555556,0.05555556,0.22222222,0.55555556,0.16666667,0.05555556,0.22222222,0.16666667,0,0.16666667,0.16666667,0.44444444,0.33333333,antiviral_peptide
5,0,819.85,-0.875,0,0.125,0,0,0,0.375,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.125,0.5,0.25,0.125,0,0.125,0,0,0,0.25,0.5,0.125,antiviral_peptide
12,2,1724.02,0.23076923,0.07692308,0,0,0,0,0,0,0.23076923,0.07692308,0.07692308,0.07692308,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0.07692308,0.61538462,0.23076923,0.30769231,0.15384615,0.15384615,0,0.15384615,0.30769231,0.23076923,0.38461539,antiviral_peptide
12,2,1705.98,0.37692308,0.07692308,0,0,0,0,0,0,0.23076923,0.07692308,0.15384615,0,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0.07692308,0.61538462,0.23076923,0.38461539,0.15384615,0.15384615,0,0.15384615,0.30769231,0.23076923,0.38461539,antiviral_peptide
12,2,1724.02,0.17692308,0.07692308,0,0,0,0,0,0,0.15384615,0.07692308,0.15384615,0.07692308,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0.07692308,0.61538462,0.23076923,0.30769231,0.15384615,0.15384615,0,0.15384615,0.30769231,0.23076923,0.38461539,antiviral_peptide
11,2,1674,0.62307692,0.07692308,0,0,0,0,0,0,0.23076923,0.07692308,0.15384615,0.07692308,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.07692308,0.07692308,0.69230769,0.15384615,0.38461539,0.07692308,0.15384615,0,0.15384615,0.30769231,0.15384615,0.46153846,antiviral_peptide
8,1,1356.62,0.79,0,0,0,0,0,0,0,0.2,0,0.2,0.1,0,0,0.1,0.1,0,0,0,0,0.2,0,0.6,0.3,0.4,0.2,0.1,0,0.1,0.2,0.2,0.5,antiviral_peptide
10,1,1709,0.82307692,0.07692308,0,0,0,0,0,0,0.23076923,0,0.15384615,0.07692308,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0.07692308,0.61538462,0.23076923,0.38461539,0.15384615,0.07692308,0,0.07692308,0.23076923,0.23076923,0.46153846,antiviral_peptide
10,2,1723.07,0.79230769,0.07692308,0,0,0,0,0,0,0.23076923,0.07692308,0.15384615,0.07692308,0,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0.07692308,0.61538462,0.23076923,0.38461539,0.15384615,0.15384615,0,0.15384615,0.23076923,0.23076923,0.46153846,antiviral_peptide
12,2,1724.02,0.17692308,0.07692308,0,0,0,0,0,0,0.15384615,0.07692308,0.15384615,0.07692308,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0.07692308,0.61538462,0.23076923,0.30769231,0.15384615,0.15384615,0,0.15384615,0.30769231,0.23076923,0.38461539,antiviral_peptide
12,2,1766.1,0.38461539,0,0,0,0,0,0,0,0.23076923,0.07692308,0.15384615,0.07692308,0.07692308,0,0.07692308,0.07692308,0,0,0,0,0.15384615,0,0.69230769,0.23076923,0.38461539,0.15384615,0.15384615,0,0.15384615,0.30769231,0.15384615,0.46153846,antiviral_peptide
33,-5,5066.43,-0.65405405,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.18918919,0,0.08108108,0,0.08108108,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.24324324,0.16216216,0.27027027,0.18918919,0.08108108,0.40540541,0.21621622,0.35135135,antiviral_peptide
33,-5,5080.46,-0.65405405,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.18918919,0,0.05405405,0,0.10810811,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.24324324,0.16216216,0.27027027,0.18918919,0.08108108,0.40540541,0.21621622,0.35135135,antiviral_peptide
34,-5,4966.26,-0.77837838,0.05405405,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.10810811,0,0.10810811,0.02702703,0,0.05405405,0.02702703,0.21621622,0.64864865,0.10810811,0.21621622,0.13513514,0.27027027,0.18918919,0.08108108,0.43243243,0.24324324,0.2972973,antiviral_peptide
33,-5,5003.31,-0.65135135,0.02702703,0,0.02702703,0.16216216,0.08108108,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.10810811,0,0.10810811,0.02702703,0,0.02702703,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.27027027,0.18918919,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
34,-5,4966.26,-0.77837838,0.05405405,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.10810811,0,0.10810811,0.02702703,0,0.05405405,0.02702703,0.21621622,0.64864865,0.10810811,0.21621622,0.13513514,0.27027027,0.18918919,0.08108108,0.43243243,0.24324324,0.2972973,antiviral_peptide
35,-5,4982.26,-0.84864865,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.10810811,0,0.13513514,0.02702703,0,0.05405405,0.02702703,0.21621622,0.64864865,0.10810811,0.21621622,0.13513514,0.27027027,0.18918919,0.08108108,0.43243243,0.24324324,0.2972973,antiviral_peptide
35,-5,5065.37,-0.9972973,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.13513514,0,0.08108108,0.02702703,0.10810811,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.18918919,0.16216216,0.27027027,0.18918919,0.08108108,0.43243243,0.24324324,0.2972973,antiviral_peptide
36,-4,5080.43,-0.85135135,0.02702703,0,0.02702703,0.13513514,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.13513514,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.24324324,0.16216216,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
36,-4,5080.43,-0.85135135,0.02702703,0,0.02702703,0.13513514,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.13513514,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.24324324,0.16216216,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
37,-3,5079.45,-0.85135135,0.02702703,0,0.02702703,0.10810811,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.16216216,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.21621622,0.13513514,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
35,-5,5095.44,-0.85135135,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.05405405,0,0.13513514,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.27027027,0.18918919,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
36,-4,5080.43,-0.85135135,0.02702703,0,0.02702703,0.13513514,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.13513514,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.24324324,0.16216216,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
36,-4,5080.43,-0.85135135,0.02702703,0,0.02702703,0.13513514,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.13513514,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.24324324,0.16216216,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
36,-5,5072.4,-0.85945946,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.13513514,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.13513514,0.24324324,0.18918919,0.05405405,0.45945946,0.18918919,0.32432432,antiviral_peptide
37,-4,5071.42,-0.85945946,0.02702703,0,0.02702703,0.13513514,0.02702703,0,0,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.16216216,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.13513514,0.21621622,0.16216216,0.05405405,0.45945946,0.18918919,0.32432432,antiviral_peptide
20,3,4049.57,0.18,0.22857143,0,0.02857143,0,0,0.11428571,0.02857143,0.02857143,0.11428571,0.14285714,0.05714286,0,0,0.05714286,0,0.02857143,0.11428571,0,0.02857143,0,0.51428571,0.42857143,0.02857143,0.17142857,0.05714286,0.17142857,0.02857143,0.14285714,0.2,0.51428571,0.25714286,antiviral_peptide
5,0,2506.85,1.24090909,0.22727273,0,0,0.04545455,0.09090909,0.09090909,0.09090909,0.04545455,0.04545455,0.09090909,0,0,0.04545455,0,0,0,0,0.18181818,0,0,0.31818182,0.54545455,0.09090909,0.31818182,0.18181818,0.18181818,0.04545455,0.13636364,0.09090909,0.45454546,0.40909091,antiviral_peptide
8,0,3017.48,1.14230769,0.07692308,0,0,0.03846154,0,0.07692308,0.11538462,0.03846154,0.03846154,0.19230769,0,0,0.07692308,0,0,0.07692308,0,0.23076923,0,0,0.23076923,0.73076923,0,0.46153846,0.11538462,0.19230769,0.03846154,0.15384615,0.07692308,0.42307692,0.46153846,antiviral_peptide
31,6,2303.6,-1.49411765,0.05882353,0.05882353,0,0,0,0.05882353,0.05882353,0,0,0.17647059,0,0.05882353,0,0.11764706,0.35294118,0,0,0,0,0,0.17647059,0.41176471,0.35294118,0.17647059,0.05882353,0.41176471,0,0.41176471,0.52941177,0.17647059,0.23529412,antiviral_peptide
19,3,1660.85,-1.94166667,0,0,0,0.08333333,0,0,0,0,0.16666667,0,0,0,0,0.08333333,0.16666667,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.16666667,0.41666667,0.33333333,0.08333333,0.16666667,0.41666667,0.08333333,0.33333333,0.5,0.25,0.16666667,antiviral_peptide
10,4,1825.24,0.9,0,0,0,0,0.21428571,0.07142857,0,0.14285714,0.21428571,0.14285714,0,0,0,0,0.07142857,0,0,0.07142857,0,0,0.07142857,0.57142857,0.28571429,0.35714286,0.21428571,0.28571429,0,0.28571429,0.28571429,0.07142857,0.57142857,antiviral_peptide
16,3,2950.38,0.43478261,0,0,0,0,0.13043478,0.13043478,0.17391304,0.13043478,0.04347826,0.04347826,0,0,0,0,0.08695652,0,0.08695652,0.13043478,0,0,0.2173913,0.52173913,0.2173913,0.30434783,0.30434783,0.30434783,0,0.30434783,0.13043478,0.39130435,0.43478261,antiviral_peptide
10,3,2343.75,0.7,0.15,0,0.05,0,0.1,0.1,0,0,0.2,0.2,0,0,0,0,0,0,0.05,0.1,0,0,0.35,0.5,0.1,0.3,0.1,0.25,0.05,0.2,0.25,0.3,0.4,antiviral_peptide
8,0,1735.97,0.35714286,0.07142857,0,0.07142857,0.07142857,0.07142857,0.07142857,0,0.21428571,0.14285714,0.07142857,0,0,0,0,0,0.07142857,0,0,0.07142857,0,0.28571429,0.5,0.14285714,0.28571429,0.14285714,0.28571429,0.14285714,0.14285714,0.28571429,0.21428571,0.42857143,antiviral_peptide
10,4,2346.89,0.58421053,0.05263158,0,0,0,0.05263158,0.05263158,0.05263158,0.05263158,0.21052632,0.15789474,0.10526316,0,0.05263158,0,0,0.05263158,0,0.10526316,0,0,0.15789474,0.73684211,0.05263158,0.31578947,0.10526316,0.2631579,0,0.2631579,0.21052632,0.2631579,0.47368421,antiviral_peptide
12,-4,2281.43,0.12222222,0,0,0.11111111,0.11111111,0.11111111,0.05555556,0,0.11111111,0,0.11111111,0,0.11111111,0,0.11111111,0,0,0,0.11111111,0,0,0.16666667,0.66666667,0.11111111,0.33333333,0.11111111,0.22222222,0.22222222,0,0.44444444,0.05555556,0.44444444,antiviral_peptide
22,5,3297.85,0.26296296,0.07407407,0,0,0,0,0.11111111,0,0.11111111,0.11111111,0.14814815,0,0,0.03703704,0.07407407,0.07407407,0.03703704,0.07407407,0.07407407,0.03703704,0,0.2962963,0.55555556,0.11111111,0.33333333,0.03703704,0.18518519,0,0.18518519,0.25925926,0.33333333,0.37037037,antiviral_peptide
8,0,1735.97,0.35714286,0.07142857,0,0.07142857,0.07142857,0.07142857,0.07142857,0,0.21428571,0.14285714,0.07142857,0,0,0,0,0,0.07142857,0,0,0.07142857,0,0.28571429,0.5,0.14285714,0.28571429,0.14285714,0.28571429,0.14285714,0.14285714,0.28571429,0.21428571,0.42857143,antiviral_peptide
14,2,2680.09,0.27272727,0.04545455,0,0.04545455,0,0.04545455,0.13636364,0,0.13636364,0.13636364,0.09090909,0.04545455,0.04545455,0,0.04545455,0,0.04545455,0.04545455,0.04545455,0.04545455,0,0.31818182,0.54545455,0.09090909,0.27272727,0.09090909,0.18181818,0.04545455,0.13636364,0.27272727,0.27272727,0.40909091,antiviral_peptide
8,0,1735.97,0.35714286,0.07142857,0,0.07142857,0.07142857,0.07142857,0.07142857,0,0.21428571,0.14285714,0.07142857,0,0,0,0,0,0.07142857,0,0,0.07142857,0,0.28571429,0.5,0.14285714,0.28571429,0.14285714,0.28571429,0.14285714,0.14285714,0.28571429,0.21428571,0.42857143,antiviral_peptide
4,0,2431.79,1.55,0.04545455,0,0,0,0.04545455,0.18181818,0.09090909,0.04545455,0,0.18181818,0,0,0.04545455,0,0,0.09090909,0,0.22727273,0,0,0.31818182,0.59090909,0.04545455,0.45454546,0.13636364,0.09090909,0,0.09090909,0,0.45454546,0.5,antiviral_peptide
28,7,2625.14,0.075,0,0,0,0,0,0.15,0,0,0,0.45,0,0,0,0,0.35,0,0,0,0,0,0.15,0.45,0.35,0.45,0,0.35,0,0.35,0.35,0.15,0.45,antiviral_peptide
22,4,3450.11,-0.012,0,0,0,0.04,0.04,0.04,0,0.08,0.16,0.16,0.08,0.04,0,0.04,0.04,0.08,0,0.04,0.12,0,0.12,0.64,0.2,0.28,0.16,0.24,0.04,0.2,0.32,0.12,0.52,antiviral_peptide
28,4,3534.14,-0.084,0,0,0,0.04,0.04,0.04,0,0.08,0.04,0.16,0.08,0.04,0,0.04,0.16,0.08,0,0.04,0.12,0,0.12,0.52,0.32,0.28,0.16,0.24,0.04,0.2,0.32,0.12,0.52,antiviral_peptide
8,0,1735.97,0.35714286,0.07142857,0,0.07142857,0.07142857,0.07142857,0.07142857,0,0.21428571,0.14285714,0.07142857,0,0,0,0,0,0.07142857,0,0,0.07142857,0,0.28571429,0.5,0.14285714,0.28571429,0.14285714,0.28571429,0.14285714,0.14285714,0.28571429,0.21428571,0.42857143,antiviral_peptide
11,2,1819.09,-3.97E-17,0.07142857,0,0.07142857,0,0.14285714,0.07142857,0.07142857,0.07142857,0.14285714,0,0,0,0,0,0.07142857,0,0,0.14285714,0.07142857,0,0.21428571,0.42857143,0.28571429,0.21428571,0.28571429,0.35714286,0.07142857,0.28571429,0.28571429,0.21428571,0.42857143,antiviral_peptide
14,3,2487.96,1.26666667,0,0,0,0,0,0.14285714,0,0.0952381,0,0.28571429,0,0,0.04761905,0,0.14285714,0.04761905,0.04761905,0.14285714,0,0,0.23809524,0.57142857,0.14285714,0.52380952,0,0.14285714,0,0.14285714,0.14285714,0.28571429,0.52380952,antiviral_peptide
15,5,2992.6,0.38,0.08,0,0,0.04,0,0.16,0,0.08,0.24,0.24,0,0,0,0,0,0,0.04,0.04,0.04,0,0.28,0.64,0.04,0.36,0.04,0.28,0.04,0.24,0.28,0.28,0.4,antiviral_peptide
38,-3,5112.49,-0.58717949,0.25641026,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.07692308,0.02564103,0.02564103,0,0.07692308,0.1025641,0,0.02564103,0,0.05128205,0.02564103,0.30769231,0.48717949,0.17948718,0.15384615,0.07692308,0.33333333,0.20512821,0.12820513,0.43589744,0.30769231,0.23076923,antiviral_peptide
28,-3,4979.45,0.01025641,0.25641026,0,0.02564103,0.1025641,0,0,0.02564103,0.07692308,0.02564103,0.12820513,0.05128205,0.07692308,0,0.07692308,0.02564103,0,0.02564103,0,0.05128205,0.02564103,0.30769231,0.56410256,0.1025641,0.20512821,0.1025641,0.20512821,0.12820513,0.07692308,0.33333333,0.33333333,0.30769231,antiviral_peptide
39,-6,5111.43,-1.13513514,0,0,0.02702703,0.18918919,0,0,0.02702703,0.08108108,0.02702703,0.10810811,0.05405405,0.10810811,0,0.10810811,0.02702703,0.08108108,0.05405405,0,0.05405405,0.02702703,0.16216216,0.7027027,0.10810811,0.18918919,0.10810811,0.2972973,0.21621622,0.08108108,0.48648649,0.18918919,0.2972973,antiviral_peptide
40,-7,5389.73,-1.06923077,0,0,0.02564103,0.20512821,0,0,0.02564103,0.07692308,0.02564103,0.12820513,0.05128205,0.1025641,0,0.1025641,0.02564103,0.07692308,0.05128205,0,0.05128205,0.02564103,0.15384615,0.71794872,0.1025641,0.20512821,0.1025641,0.30769231,0.23076923,0.07692308,0.48717949,0.17948718,0.30769231,antiviral_peptide
21,5,2460.85,0.30555556,0.05555556,0,0,0,0.16666667,0,0,0.05555556,0.05555556,0.16666667,0,0,0,0,0.22222222,0.11111111,0,0.05555556,0,0.05555556,0.16666667,0.33333333,0.44444444,0.27777778,0.22222222,0.27777778,0,0.27777778,0.27777778,0.22222222,0.44444444,antiviral_peptide
35,-3,5066.47,-0.27948718,0.25641026,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.12820513,0,0,0,0.05128205,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.33333333,0.46153846,0.17948718,0.20512821,0.07692308,0.33333333,0.20512821,0.12820513,0.38461539,0.33333333,0.25641026,antiviral_peptide
37,-3,5067.42,-0.46666667,0.25641026,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.1025641,0,0.02564103,0,0.05128205,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.33333333,0.46153846,0.17948718,0.17948718,0.07692308,0.33333333,0.20512821,0.12820513,0.41025641,0.33333333,0.23076923,antiviral_peptide
37,-3,5081.45,-0.46666667,0.25641026,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.1025641,0,0,0,0.07692308,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.33333333,0.46153846,0.17948718,0.17948718,0.07692308,0.33333333,0.20512821,0.12820513,0.41025641,0.33333333,0.23076923,antiviral_peptide
37,-3,5109.51,-0.40512821,0.23076923,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.1025641,0,0,0,0.07692308,0.1025641,0,0.05128205,0.02564103,0.05128205,0.02564103,0.30769231,0.48717949,0.17948718,0.20512821,0.07692308,0.33333333,0.20512821,0.12820513,0.41025641,0.30769231,0.25641026,antiviral_peptide
39,-3,5082.4,-0.65384615,0.25641026,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.07692308,0,0.02564103,0,0.07692308,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.33333333,0.46153846,0.17948718,0.15384615,0.07692308,0.33333333,0.20512821,0.12820513,0.43589744,0.33333333,0.20512821,antiviral_peptide
35,-3,5150.63,-0.15897436,0.20512821,0,0.02564103,0.17948718,0,0,0,0.1025641,0.02564103,0.15384615,0,0,0,0.05128205,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.28205128,0.51282051,0.17948718,0.25641026,0.07692308,0.33333333,0.20512821,0.12820513,0.38461539,0.28205128,0.30769231,antiviral_peptide
37,-3,5109.5,-0.41538462,0.23076923,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.12820513,0,0.02564103,0,0.05128205,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.30769231,0.48717949,0.17948718,0.20512821,0.07692308,0.33333333,0.20512821,0.12820513,0.41025641,0.30769231,0.25641026,antiviral_peptide
37,-3,5151.58,-0.34615385,0.20512821,0,0.02564103,0.17948718,0,0,0,0.1025641,0.02564103,0.12820513,0,0.02564103,0,0.05128205,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.28205128,0.51282051,0.17948718,0.23076923,0.07692308,0.33333333,0.20512821,0.12820513,0.41025641,0.28205128,0.28205128,antiviral_peptide
39,-3,5124.48,-0.6025641,0.23076923,0,0.02564103,0.17948718,0,0,0,0.07692308,0.02564103,0.1025641,0,0.02564103,0,0.07692308,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.30769231,0.48717949,0.17948718,0.17948718,0.07692308,0.33333333,0.20512821,0.12820513,0.43589744,0.30769231,0.23076923,antiviral_peptide
39,-3,5166.56,-0.53333333,0.20512821,0,0.02564103,0.17948718,0,0,0,0.1025641,0.02564103,0.1025641,0,0.02564103,0,0.07692308,0.1025641,0,0.05128205,0,0.05128205,0.02564103,0.28205128,0.51282051,0.17948718,0.20512821,0.07692308,0.33333333,0.20512821,0.12820513,0.43589744,0.28205128,0.25641026,antiviral_peptide
51,-7,5492.68,-1.73333333,0,0,0.02564103,0.28205128,0,0,0,0.07692308,0.02564103,0.07692308,0,0.05128205,0,0.1025641,0.1025641,0.07692308,0.07692308,0,0.05128205,0.02564103,0.17948718,0.61538462,0.17948718,0.15384615,0.07692308,0.43589744,0.30769231,0.12820513,0.58974359,0.17948718,0.20512821,antiviral_peptide
13,1,3091.47,0.72083333,0,0,0,0,0.20833333,0.125,0.16666667,0.08333333,0,0.04166667,0,0.04166667,0,0.04166667,0.04166667,0.04166667,0,0.16666667,0,0,0.16666667,0.54166667,0.25,0.29166667,0.375,0.20833333,0,0.20833333,0.125,0.33333333,0.5,antiviral_peptide
40,-4,5680.19,-1.0675,0.075,0,0.025,0.175,0.025,0,0,0.05,0.1,0.125,0,0.025,0,0.175,0,0.025,0.025,0,0.125,0.025,0.15,0.65,0.175,0.175,0.175,0.3,0.2,0.1,0.5,0.15,0.325,antiviral_peptide
35,-5,5081.41,-0.85135135,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0,0.10810811,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.64864865,0.13513514,0.21621622,0.16216216,0.27027027,0.18918919,0.08108108,0.43243243,0.21621622,0.32432432,antiviral_peptide
17,3,2179.38,-1.05625,0.0625,0,0,0,0.0625,0.125,0.125,0,0.0625,0,0,0,0,0,0.125,0.0625,0,0.0625,0.0625,0.1875,0.25,0.25,0.4375,0.0625,0.4375,0.3125,0,0.3125,0.1875,0.5625,0.1875,antiviral_peptide
33,2,4849.26,-0.63783784,0.05405405,0,0.02702703,0.05405405,0.02702703,0.08108108,0.10810811,0.05405405,0.02702703,0.05405405,0,0,0.08108108,0,0.10810811,0.10810811,0,0.08108108,0.02702703,0.08108108,0.27027027,0.45945946,0.24324324,0.18918919,0.24324324,0.32432432,0.08108108,0.24324324,0.21621622,0.51351351,0.24324324,antiviral_peptide
18,1,3873.3,0.65588235,0.17647059,0,0,0.02941177,0.05882353,0.17647059,0,0.02941177,0,0.14705882,0.05882353,0,0,0.05882353,0.05882353,0.05882353,0.08823529,0.02941177,0,0,0.5,0.35294118,0.11764706,0.20588235,0.05882353,0.08823529,0.02941177,0.05882353,0.14705882,0.5,0.32352941,antiviral_peptide
17,2,3843.32,0.88235294,0.17647059,0,0,0,0.05882353,0.17647059,0,0.02941177,0,0.14705882,0.05882353,0,0,0.05882353,0.05882353,0.05882353,0.08823529,0.05882353,0,0,0.5,0.35294118,0.11764706,0.23529412,0.05882353,0.05882353,0,0.05882353,0.11764706,0.5,0.35294118,antiviral_peptide
31,1,4413.84,0.1,0.08333333,0,0.05555556,0.02777778,0,0.02777778,0,0.13888889,0.08333333,0.02777778,0,0.08333333,0,0.08333333,0.02777778,0.11111111,0.02777778,0.16666667,0,0.02777778,0.30555556,0.61111111,0.05555556,0.33333333,0.02777778,0.19444444,0.08333333,0.11111111,0.36111111,0.27777778,0.33333333,antiviral_peptide
